;Hyper_id;MAE_test;MSE_test;RMSE_test;MAPE_test;MPE_test;MAE_train;MSE_train;RMSE_train;MAPE_train;MPE_train;Window;Dropout Rate;Number of Neurons (each layer);Number of Epochs Filter Size;Batche Size;Prediction Window;Prediction Window
1;31;53.42808762;4816.363526;62.9729837;13.67726534;12.8708562;26.18223217;1203.453836;34.29799113;8.401938956;-2.633386177;40;0.3;30;50;20;40;5
2;24;52.22926349;4785.982118;62.25132825;13.51166392;8.313412401;39.41722023;2905.343376;52.19957872;11.32339067;5.753451443;3;0.5;90;120;100;90;10
3;66;70.68780045;8837.19144;80.2063326;17.90191872;12.00203519;31.68625115;1791.517161;42.16843823;10.02857133;-0.099330378;10;0.7;70;700;25;10;30
0;22;47.90893863;4146.482664;60.08998788;12.60028693;3.788624369;43.58313061;3133.479013;55.62561365;13.28913449;0.33369585;2;0.1;100;120;60;70;1
1;64;53.36242604;5030.418694;65.51229544;13.9789459;-1.14330471;37.83013816;2447.070949;48.88144152;11.53238422;0.547026766;5;0.3;70;300;9;60;5
2;86;52.39237247;5201.267246;64.05700961;13.5646388;1.396214096;42.27479;3119.698821;54.89636493;12.6049133;1.416960977;1;0.5;300;100;100;40;10
3;73;72.21654187;11400.37994;82.10027772;17.91848855;15.95382451;42.17670711;3105.964368;55.16713677;13.10633892;1.263608898;4;0.1;80;50;80;60;30
0;29;47.08856998;4705.191926;60.54554399;12.6443656;4.91802452;43.21306957;3195.038633;55.90533604;13.23596342;0.567128437;1;0.1;50;1000;5;70;1
1;87;50.52761099;4127.114331;62.42457798;14.0094766;0.138158266;42.24560398;3184.869633;54.89195654;12.8176572;-0.257377959;5;0.1;40;100;35;70;5
2;40;53.83883911;5351.058884;64.97315303;13.66032312;11.81501711;38.13044423;2746.508445;50.81381096;10.95533511;2.732024994;3;0.5;50;85;15;10;10
3;87;73.97020655;10028.68583;83.36212662;18.02725738;15.09280199;39.2435693;2667.731683;51.26828245;12.38169001;0.414032416;5;0.1;40;100;35;70;30
0;86;47.74720262;3846.443826;56.94778658;12.69505857;7.390480273;41.57202298;2917.449677;53.06805985;12.28749054;3.349961226;1;0.5;300;100;100;40;1
1;86;55.33962941;5075.245145;67.23786145;14.19138082;7.556701069;41.91401947;3083.198822;54.48964096;12.47768282;3.290848413;1;0.5;300;100;100;40;5
2;13;48.27019397;3922.619759;60.53841239;13.94314848;-0.072728481;36.51602505;2552.195877;49.91599058;11.28851182;0.738149839;10;0.2;80;700;90;20;10
3;18;70.79977349;9350.264892;80.78812773;18.05579168;15.26519469;41.43166467;2889.491718;53.20031517;13.00690667;0.529151855;4;0.1;200;70;6;40;30
0;93;50.01101288;4585.806736;59.42140575;12.73276629;2.753212339;33.61511;2012.309955;44.55602093;10.48039051;-1.264864358;15;0.1;60;120;90;20;1
1;36;54.7441725;5109.701164;67.30213754;14.26534939;10.61158179;42.68311577;3230.163548;55.49350201;12.37299998;3.342822662;5;0.2;300;70;80;70;5
2;38;55.03892476;5346.880883;64.97994121;13.94383125;11.36904387;23.53981945;1240.52971;32.20366862;6.968813129;-4.125530042;30;0.1;90;50;35;100;10
3;24;72.534604;10255.30599;82.27211212;18.1087966;15.69362195;43.84008099;3626.401897;58.36712629;12.67278115;4.224121738;3;0.5;90;120;100;90;30
0;99;48.42387374;4534.388255;62.15171841;12.76278708;4.227876639;38.20136753;2572.466226;50.32308475;11.76054771;0.472973916;3;0.2;30;500;100;30;1
1;43;55.35462082;4935.623352;64.15100852;14.29790359;9.936176742;34.39389571;1949.343296;43.75443946;10.45843724;0.613013226;15;0.1;70;50;40;60;5
2;87;53.68016263;6735.378576;68.20401071;13.97656398;0.468607762;41.95452743;3015.504173;54.1939091;12.77233046;1.909494416;5;0.1;40;100;35;70;10
3;41;72.05260095;10025.11073;82.7532261;18.11778063;11.11726138;42.54509669;3205.369067;56.02201958;13.15072753;0.559015729;4;0.3;400;85;60;70;30
0;89;49.46820185;3879.057787;57.72550296;12.88126505;7.632810791;32.93012342;2060.951346;43.1159552;9.772376879;2.423426682;1;0.4;50;50;40;60;1
1;99;50.99482787;5098.610142;66.85602416;14.35017575;-1.664896889;52.50465689;6086.399848;68.64257998;16.79314805;-5.958359562;3;0.2;30;500;100;30;5
2;66;52.19003097;4104.951683;62.59975249;14.00895797;1.22756133;34.1760022;2025.354454;44.73729734;10.64491753;-0.630689655;10;0.7;70;700;25;10;10
3;61;72.85005407;10331.49736;81.77535716;18.33978244;14.89742669;42.18370091;2985.418738;52.93710741;13.28279288;0.535636121;3;0.4;300;50;9;80;30
0;52;51.4879402;4596.798912;61.81345724;12.95460213;11.1480303;27.88667836;1368.636943;36.6977964;8.393765593;2.732912376;15;0.2;300;85;90;90;1
1;14;54.25309657;5287.261712;68.97845217;14.36465268;2.820306704;40.3127668;2780.1537;52.05854093;12.28172615;0.18981518;5;0.2;100;200;80;100;5
2;1;55.14374904;5499.506559;66.63253364;14.10268228;3.382717061;37.94042972;2536.119666;49.40253279;11.32995149;1.843480684;4;0.6;400;70;80;30;10
3;52;75.44452169;12018.48773;86.85795876;18.37363169;16.84637908;33.49856254;1926.437931;43.17284659;10.32156067;1.27411139;15;0.2;300;85;90;90;30
0;27;50.82865304;4514.45975;62.4336677;12.99562286;5.870352795;27.80109926;1347.156153;36.28979282;8.648709673;1.051798933;15;0.2;90;100;25;100;1
1;34;55.1081191;4987.781513;65.80692243;14.42818621;-0.635609899;41.36831993;2907.580238;53.3852569;12.84469264;-0.32870172;3;0.2;400;300;50;70;5
2;92;55.58560797;5185.088679;67.70746132;14.18944874;9.593782884;22.65346203;982.0946901;30.64849356;7.3430734;-1.402152959;40;0.2;80;120;25;70;10
3;85;74.50412205;10333.94781;81.74959167;18.46842472;13.7015334;41.35686554;2986.454235;53.73558971;12.56020162;2.135226494;5;0.3;70;85;8;50;30
0;69;49.21975162;4534.016662;62.5469789;13.28590078;4.128758763;36.99621263;2375.577883;47.95109559;11.6020547;-0.928595416;5;0.2;100;300;35;100;1
1;3;56.53862179;5367.431954;64.46257272;14.47695595;10.56408082;36.05358195;2220.496358;46.90796953;10.56698415;4.853826449;2;0.6;200;100;6;80;5
2;46;46.74258148;3680.156724;58.2419552;14.20481285;-3.429003116;42.74193666;3283.970578;55.72897307;12.86662922;3.25002462;1;0.1;70;30;60;70;10
3;29;66.68780207;8542.377694;77.87179478;18.55211834;5.613011091;42.14689203;2935.500949;53.81461229;13.25561794;-0.32048714;1;0.1;50;1000;5;70;30
0;84;50.5622206;4189.806472;60.45874062;13.31282678;8.507609114;14.20882917;475.6409832;18.96094381;4.267271965;0.535244169;30;0.1;30;100;35;30;1
1;21;54.74756456;5384.991429;68.24091966;14.48191015;3.684065452;38.72920024;2550.386775;49.8554505;11.71012792;1.579520895;5;0.2;40;200;35;90;5
2;25;56.856159;5243.173513;67.0152118;14.28922441;12.20970829;40.62632472;3024.293185;53.93371801;11.59103805;5.765449378;3;0.3;70;70;30;70;10
3;94;73.26337515;9411.179078;83.2694674;18.62971899;13.59338629;28.27542493;1472.316574;38.23172522;8.955255691;0.446928994;15;0.3;80;1000;5;30;30
0;33;51.03095858;4698.552966;64.08275572;13.42483819;4.537512992;38.98414763;2554.92787;50.22260098;11.97258485;0.611151358;5;0.7;400;500;8;10;1
1;18;54.53842204;4604.780021;64.09917795;14.5329936;2.681503896;43.87205419;3182.694716;56.03597118;13.5921345;-0.083685385;4;0.1;200;70;6;40;5
2;62;58.69172241;5839.281304;69.19633054;14.41971158;8.492085952;28.36544129;1575.459729;37.42146281;8.905503438;-2.90040542;20;0.4;300;10;80;10;10
3;89;74.18236337;9797.632169;86.01332214;18.75626208;18.07232434;51.71131347;4929.620646;67.34646601;15.15128491;6.884750781;1;0.4;50;50;40;60;30
0;9;51.72172381;4853.498195;60.9429201;13.54333077;10.9642133;41.17842056;2956.031951;53.23261413;12.02037068;5.267256084;1;0.6;400;120;90;90;1
1;33;55.43733113;5309.203072;68.53012306;14.61241238;1.648199598;39.63092906;2704.183624;51.50584003;12.12995591;0.480634132;5;0.7;400;500;8;10;5
2;89;55.53026756;4754.541105;64.49016395;14.45392781;11.01174481;41.98921021;3204.120501;54.80149818;12.08243806;5.826121477;1;0.4;50;50;40;60;10
3;40;75.75023541;10617.55091;88.93679451;19.05417603;12.73558696;40.0326018;2826.931836;52.0922675;11.75098329;3.916414922;3;0.5;50;85;15;10;30
0;68;51.66644059;4853.973972;65.60675573;13.61205447;5.645586884;40.76734952;2798.518141;52.59382366;12.4419884;1.000427661;2;0.6;400;700;6;10;1
1;25;57.78633741;5410.986294;67.56689224;14.8404143;13.66197207;45.60846349;4024.964988;60.2496803;12.68339511;7.675548025;3;0.3;70;70;30;70;5
2;6;58.2283951;6707.87269;70.46266335;14.51773232;10.54416542;21.64137459;908.2841751;29.67654976;6.987052174;0.046018386;40;0.6;40;100;90;80;10
3;70;76.67305503;11481.85049;85.94370972;19.32521569;17.58746956;44.32975836;3615.043795;58.46646481;12.91458493;6.773569356;1;0.7;200;200;20;40;30
0;14;49.60627437;4268.919279;61.5318507;13.67128805;3.548921238;42.80077257;3103.570783;54.89804249;12.86253936;0.630210677;5;0.2;100;200;80;100;1
1;6;58.89637642;6612.060393;69.12958265;14.8479428;13.8595643;23.4981235;1047.518198;32.22972254;7.557839382;0.204302004;40;0.6;40;100;90;80;5
2;83;57.61686168;5890.963651;71.02156173;14.71195231;13.31436511;31.81110407;2107.45031;43.35744547;9.764465978;-4.812374169;30;0.3;80;30;20;100;10
3;65;76.85502882;9910.308453;86.9376265;19.35158655;10.39713322;37.21851068;2474.764901;48.86556677;11.27971295;0.990758678;4;0.7;40;300;8;10;30
0;41;52.03942234;4673.297204;65.60244283;13.75537279;5.422069479;40.328129;2797.966141;51.28362045;12.08808392;1.28396972;4;0.3;400;85;60;70;1
1;48;57.18418103;5105.334806;69.67332338;14.8876558;8.932233053;38.49167164;2523.48551;49.99187675;11.81874582;1.517133266;5;0.2;90;50;25;50;5
2;23;54.9321974;5469.396536;65.57612002;14.81523709;9.827347385;41.70409642;3045.110872;54.50934326;13.03555153;-2.301285374;15;0.3;60;20;7;30;10
3;92;75.85343804;10322.88306;87.75498659;19.42333435;18.94251076;20.73267606;826.1181163;28.70612916;6.910271513;0.079683073;40;0.2;80;120;25;70;30
0;48;53.73881904;4694.259049;65.34143794;13.84078934;4.998520238;39.75625774;2552.04089;49.75670073;11.95891427;3.194356044;5;0.2;90;50;25;50;1
1;85;58.47890652;5345.302251;68.51081951;15.08736955;6.46839206;40.00975606;2764.166254;51.73103609;11.88522547;3.324973401;5;0.3;70;85;8;50;5
2;75;60.09777185;5730.005769;70.41813356;15.03806529;12.39659637;35.27150975;2171.998552;45.76610634;10.40815471;3.57670896;10;0.7;200;100;15;80;10
3;59;76.0597362;9965.059351;87.91161617;19.51236158;19.27093198;22.61009397;957.6371387;30.66355198;7.385024657;0.285789763;40;0.4;30;200;7;50;30
0;74;55.24254292;4673.451591;65.29694082;13.8876046;13.57164384;45.34026677;4505.952179;63.64087276;12.0818143;8.031807208;3;0.5;40;150;20;80;1
1;98;55.76902395;6263.554094;72.35225462;15.27351296;-5.304010466;27.78377431;1497.050144;38.30702824;8.731904246;-0.327948467;15;0.2;300;500;30;50;5
2;41;58.93845077;6705.939389;69.10485138;15.14323895;12.04785228;40.37956848;2830.098542;52.89644835;12.08163719;2.177287491;4;0.3;400;85;60;70;10
3;58;77.06003203;10460.27718;87.18968302;19.59399052;13.01721623;47.40458284;3992.072708;62.27658635;14.41949409;0.333829574;1;0.3;100;10;100;20;30
0;23;48.93499779;4327.574808;58.24108361;14.01634825;5.774758955;30.70069604;1492.404694;38.31100648;9.969975603;1.068583058;15;0.3;60;20;7;30;1
1;74;57.71713935;4908.16087;66.32847715;15.32175681;13.72142474;44.44157768;3939.765675;59.35289732;12.26871956;9.123522311;3;0.5;40;150;20;80;5
2;9;58.70993748;5276.094653;67.54343847;15.52286775;6.717736074;40.38131175;2827.365814;52.02775489;12.04966913;4.296538387;1;0.6;400;120;90;90;10
3;91;78.4480781;12040.89111;89.48840829;19.73124181;16.6454475;15.36324052;414.8562307;19.78365519;4.912634119;0.797348372;30;0.7;90;170;90;60;30
0;75;57.93713695;5412.104457;66.56738456;14.27039294;10.91046329;31.19193668;1620.036979;39.84719493;9.433195222;5.901075835;10;0.7;200;100;15;80;1
1;95;57.59530686;5279.485243;70.39402103;15.43629672;6.556568066;11.94387345;303.1664523;15.7833153;3.557603646;0.300541124;30;0.4;200;500;50;60;5
2;26;62.27320943;6056.271686;71.47910104;15.62524503;14.39567064;42.60682821;3287.407058;55.80109195;12.22214502;5.494277906;1;0.3;60;100;6;80;10
3;90;79.73664608;11073.82396;89.41086636;19.88512606;18.99752725;40.48041614;3174.69473;54.31212943;11.80342363;5.299834196;2;0.7;40;500;25;60;30
0;36;55.34284633;5052.668063;66.43991163;14.30472377;6.209562275;41.17452853;2934.491897;52.82820016;12.0848667;2.141425734;5;0.2;300;70;80;70;1
1;38;60.23354356;5987.842323;70.41512169;15.5267987;15.19080876;18.80445358;707.84895;25.5695381;5.889383692;0.069769511;30;0.1;90;50;35;100;5
2;3;62.39799981;6035.800964;69.98614748;15.99213867;10.93803751;45.01281927;3513.915367;58.35396226;12.82299114;7.185856762;2;0.6;200;100;6;80;10
3;80;78.26824421;8933.416936;83.56988822;19.98132287;13.03210744;23.81106799;988.2676286;30.2658559;7.850921852;-2.496709303;30;0.1;30;30;100;100;30
0;8;54.20028248;4940.321435;67.09382186;14.54139785;1.771188922;39.36079894;2533.621564;50.0560666;12.41555779;-0.518141984;5;0.2;400;500;7;20;1
1;75;62.17361971;5564.738102;70.3990136;15.81088048;6.409951113;35.379757;1955.107104;43.80621119;10.79025247;2.779928893;10;0.7;200;100;15;80;5
2;43;58.8628435;5766.927674;69.70946366;15.99901354;9.199657846;31.05470441;1656.347228;40.38771411;9.505593274;2.147172164;15;0.1;70;50;40;60;10
3;75;83.57274733;12381.31174;92.70714352;20.19886343;17.09792637;36.71491695;2322.126307;47.78910903;11.14527305;3.516977367;10;0.7;200;100;15;80;30
0;81;57.48637961;5170.560604;68.5975178;14.647377;5.214955792;27.50092287;1264.655035;35.11856265;8.386870997;1.367735858;15;0.7;400;170;70;100;1
1;27;60.51413795;5382.521405;70.07715974;16.12934568;5.891228651;34.3503517;2027.184631;44.19283673;10.29203213;1.421964336;15;0.2;90;100;25;100;5
2;88;66.01972542;7606.139514;77.28475892;16.01430946;15.53714138;16.04039798;499.6009713;21.79945672;4.896557456;3.044011551;30;0.6;400;100;30;30;10
3;43;83.5075413;13055.85155;98.12986116;20.28194724;18.82466535;32.61762725;1902.480431;43.20530349;9.967772595;3.284305793;15;0.1;70;50;40;60;30
0;76;54.2340468;4374.992921;63.39504053;14.84393973;10.24677694;42.35991208;3612.155414;57.09645065;12.10105045;5.600583146;4;0.4;20;30;15;80;1
1;91;64.91318016;6583.295583;75.20782505;16.19811093;12.88468202;17.84077796;617.1713429;23.69476236;5.449315564;3.152889524;30;0.7;90;170;90;60;5
2;98;59.85450379;5402.017367;70.59008853;16.29940543;5.56208496;35.61179344;2219.823975;46.02782579;10.90516938;0.411066727;15;0.2;300;500;30;50;10
3;62;79.61079337;10116.67385;88.66003763;20.29716462;18.07696567;31.73557108;1605.621966;40.04266974;10.62340448;-2.394436415;20;0.4;300;10;80;10;30
0;34;55.75147602;5103.043163;68.21875238;14.95497917;4.184490144;40.4967437;2812.306691;52.67334022;12.55631983;0.001433867;3;0.2;400;300;50;70;1
1;80;59.59238649;4437.755798;65.35704795;16.34084247;4.563284573;39.35469013;3162.014692;48.92174734;12.04563263;-8.118618116;30;0.1;30;30;100;100;5
2;31;62.24277717;6342.921068;72.23172942;16.31270408;9.394574046;24.65593975;1137.529134;33.3527493;8.14517867;-0.874786094;40;0.3;30;50;20;40;10
3;37;81.70596164;11982.31526;90.5535826;20.54204451;19.25361593;46.95211186;4447.225332;63.58368435;13.16717897;9.413553627;5;0.7;40;120;100;20;30
0;49;58.26574679;5674.997384;71.03244838;15.47451536;3.483097254;41.88543894;3038.251218;54.47115519;12.99415282;0.518844375;5;0.2;300;70;100;20;1
1;73;63.8747533;6563.632379;74.97183931;16.49671828;4.987468241;40.99599795;2888.438678;53.15046522;12.28519791;2.190487296;4;0.1;80;50;80;60;5
2;74;66.18973642;6560.904123;75.3824307;16.32908079;15.88791898;46.90029057;4887.791317;65.87759211;12.41068002;9.017762881;3;0.5;40;150;20;80;10
3;6;82.22034621;12500.40758;93.55186849;21.0127245;19.13446559;25.8397645;1134.575852;33.14847418;8.639814681;2.72273529;40;0.6;40;100;90;80;30
0;46;54.13114373;5279.343955;67.89877844;15.68744418;0.254731038;45.45979563;3418.815847;57.11053431;13.38485399;3.624715598;1;0.1;70;30;60;70;1
1;89;63.63097503;6416.442216;71.34335385;16.61986015;14.6392824;39.86256132;3447.549159;55.08197041;11.05437225;5.396868113;1;0.4;50;50;40;60;5
2;44;62.99543616;6323.730058;74.07048256;16.49799656;15.83008052;39.16423562;2637.526256;50.59188787;11.46321735;5.160307426;5;0.6;100;50;9;50;10
3;79;87.52921346;12903.97146;98.35310858;21.59884188;20.7391322;35.24017347;1935.37641;43.61252303;11.69598085;-0.224254038;20;0.4;50;30;20;50;30
0;3;59.92304702;5439.093336;67.8204112;15.70392074;15.41129783;41.93227997;3124.727879;54.33425274;11.92821263;8.470595057;2;0.6;200;100;6;80;1
1;93;60.07713464;5645.939435;74.37340612;16.80102015;10.40119475;33.98103103;2055.456839;44.43371485;10.77197507;-0.096193693;15;0.1;60;120;90;20;5
2;61;65.09112152;6917.899541;73.08394503;16.97915354;7.400188495;38.68006541;2380.603393;48.16619511;12.11128024;1.669526387;3;0.4;300;50;9;80;10
3;4;88.32562785;12991.97018;96.49988418;21.60828518;18.44244049;46.85771933;3606.517069;59.47583176;14.38334703;1.449870285;5;0.2;30;50;5;70;30
0;28;59.57991789;5548.183402;69.24722663;15.77775074;8.276947358;40.95408629;2959.226408;51.85705237;13.04635016;-0.416903386;15;0.1;100;10;8;70;1
1;79;63.75113363;6351.235869;73.643196;16.99627453;12.82858897;32.04261898;1838.696898;39.95650774;10.08442471;1.455592673;20;0.4;50;30;20;50;5
2;81;69.92544816;7580.485843;81.55550689;17.56662136;13.77483069;28.75436225;1449.544372;37.4677506;8.633685988;3.381244547;15;0.7;400;170;70;100;10
3;96;83.83922783;10806.60306;94.19875706;21.66386755;17.44710096;45.01586819;3250.246075;56.22638602;14.63688964;3.101456927;5;0.3;300;20;60;70;30
0;78;63.33948883;6212.21032;71.56487544;15.83683544;5.119587814;34.51473225;1942.992748;43.37428119;11.04785017;-1.217426934;3;0.3;300;20;25;70;1
1;32;64.67997496;5665.749508;74.04441772;17.13572474;17.00985282;42.49062312;3358.747724;56.76373026;12.22620526;6.178377876;10;0.7;70;70;40;50;5
2;80;70.95740911;7945.774968;81.46907087;17.84744523;16.80733513;24.99074145;1039.38785;31.21276184;8.243352858;1.663197593;30;0.1;30;30;100;100;10
3;23;87.59641685;13488.41569;97.53682678;21.73611917;19.7417187;36.24988706;2480.03864;47.74339666;11.04318012;5.714562444;15;0.3;60;20;7;30;30
0;26;58.85693888;5374.8289;68.30592616;16.08986241;14.93591184;45.40592746;4170.651198;60.61114469;12.58095566;7.436732931;1;0.3;60;100;6;80;1
1;5;62.77103862;7077.927735;78.19216084;17.24329068;-1.555544604;37.05947452;2361.295713;47.73759369;11.27070677;0.535721916;10;0.4;200;150;100;90;5
2;96;68.94925809;7998.83322;79.06599498;17.97242136;11.95416445;40.03235955;2703.018434;51.29064122;12.43273275;3.149419445;5;0.3;300;20;60;70;10
3;25;86.81179502;11302.77206;94.14637484;21.97620066;15.63450778;48.44879361;4416.309735;63.70238918;14.14880229;4.187129825;3;0.3;70;70;30;70;30
0;79;66.26575218;6663.909086;72.54833357;16.64933102;13.28130238;25.59866722;1070.55284;32.42412063;8.075450212;3.972973782;20;0.4;50;30;20;50;1
1;53;67.60000708;6764.283034;76.52084823;17.52926341;17.07081868;47.46584024;4946.534771;65.7503925;12.48070268;9.366427763;2;0.6;90;100;90;80;5
2;5;67.94693475;7169.87918;78.00909666;17.97947708;3.476470165;40.44163759;2615.939978;50.44085075;12.4102337;0.018154513;10;0.4;200;150;100;90;10
3;74;91.01062698;14512.12676;97.72313127;22.32575616;20.60038888;46.75700701;4129.98191;62.10587664;13.28001082;7.721243673;3;0.5;40;150;20;80;30
0;85;63.41620202;6953.312927;72.98260364;16.65914724;3.039539007;41.17544983;2810.646348;52.14189355;12.31216639;3.358350082;5;0.3;70;85;8;50;1
1;9;69.99586276;7063.107085;79.04846565;17.56678852;6.170091024;42.05481899;2896.805623;53.33100668;12.63077783;3.981656006;1;0.6;400;120;90;90;5
2;79;74.77781385;8305.088574;85.37032535;18.75213097;18.30967018;29.28383924;1588.993948;38.42141329;8.973095948;-0.492595146;20;0.4;50;30;20;50;10
3;9;84.90847048;11739.08647;93.67254145;22.45416511;11.11178235;43.7132505;3374.57469;57.11693731;13.2269621;3.606757078;1;0.6;400;120;90;90;30
0;87;69.24399804;8530.177414;80.06869967;17.6428885;-0.637698329;42.31135184;3065.28331;54.7027852;12.62672145;0.79412154;5;0.1;40;100;35;70;1
1;81;70.31447597;8109.585769;82.77641695;17.56924743;4.833569458;26.85711737;1296.855138;35.43022037;8.099836613;2.627559024;15;0.7;400;170;70;100;5
2;55;76.05796019;10316.85428;85.53837547;18.82195735;16.26788838;30.28176984;1739.781329;41.18420987;9.362677873;1.190238456;15;0.3;60;200;8;50;10
3;46;80.00997803;11085.39875;88.61894559;22.73558899;17.68775764;46.90261781;3810.973255;60.87316453;14.19488989;2.526358118;1;0.1;70;30;60;70;30
0;96;65.07273249;6235.76831;73.40677429;17.69549703;7.188454992;32.84420009;1676.538414;40.58156988;10.41583275;0.488073105;5;0.3;300;20;60;70;1
1;1;71.16212964;8360.032102;82.99589218;18.10350563;1.331111672;37.91114422;2396.946864;48.20713485;11.46221106;0.550873483;4;0.6;400;70;80;30;5
2;78;72.77663637;7875.010345;81.52767069;19.28618409;6.238486921;44.5576858;3459.143345;58.01945781;13.26653649;-1.540249035;3;0.3;300;20;25;70;10
3;78;92.43680115;15784.11388;102.5515635;23.37663196;19.5015852;44.66716173;3169.555086;55.70938861;14.60135154;0.823825621;3;0.3;300;20;25;70;30
0;83;58.95822759;4982.107709;66.28740359;17.75227688;15.55033421;32.54589463;2013.054769;42.21929118;10.10834484;-2.042431094;30;0.3;80;30;20;100;1
1;11;70.91415381;10262.63853;85.50481984;18.23923739;0.26441152;38.12193585;2396.951419;48.56687109;12.05142711;-1.014341026;4;0.1;50;300;6;10;5
2;73;75.68318393;9482.571108;85.6746799;19.77403476;-2.065389526;39.90839511;2721.376241;51.60867589;12.44641451;1.38061518;4;0.1;80;50;80;60;10
3;32;95.47510775;15101.50957;103.313438;23.52557708;17.45372934;42.97141918;3134.803469;55.69235077;12.84400992;7.142224034;10;0.7;70;70;40;50;30
0;32;74.01715456;9315.125171;80.83164276;17.76177183;17.47006709;45.36678798;3774.360933;58.88491383;12.52780412;10.95846754;10;0.7;70;70;40;50;1
1;83;68.10192605;6290.10363;78.27056175;18.5897017;18.5897017;23.62895274;1089.857338;30.1967932;7.807719853;0.717959849;30;0.3;80;30;20;100;5
2;67;80.57669627;10334.37011;88.81164532;19.89961532;16.39731898;23.82025587;1098.988052;32.73720348;7.438371357;0.64970994;40;0.1;300;120;30;100;10
3;83;88.26498895;12757.0515;98.3410324;23.54707973;20.57401778;34.88279351;2550.089651;43.51738572;10.65230144;-2.777496267;30;0.3;80;30;20;100;30
0;17;75.1238135;8243.459124;82.32631108;18.176801;16.66630162;51.73129009;6971.578031;75.30395563;13.12412349;9.902606451;3;0.5;20;100;50;100;1
1;2;79.65723729;10195.67135;91.26873175;19.59181303;15.05007758;36.9787767;2461.397115;47.63102032;10.85092114;4.057477178;3;0.3;80;50;9;100;5
2;91;79.20686523;9808.694367;89.04165401;20.28530273;14.45574795;15.80435073;429.9715422;20.64467621;5.140767788;2.008129921;30;0.7;90;170;90;60;10
3;63;90.50603323;12769.34059;99.72018432;23.67956046;16.34379063;47.02411148;3670.083585;59.78717857;14.60995583;1.5816183;2;0.1;100;30;90;90;30
0;61;72.39138686;7860.616056;83.21081977;18.39252072;9.106784391;36.63516091;2182.576095;46.22819024;11.20795966;3.337979999;3;0.4;300;50;9;80;1
1;52;75.24172117;8389.051974;84.29450918;19.73737921;19.55329477;34.26139972;1875.738523;42.5718445;10.28361772;6.635105609;15;0.2;300;85;90;90;5
2;52;81.62434497;9535.769927;90.79057402;20.46956621;19.54656544;30.02667359;1536.487131;38.93856306;9.175951373;2.519627757;15;0.2;300;85;90;90;10
3;3;95.3021696;14050.70923;103.6566647;23.71577892;23.51782802;49.58733901;4158.905115;63.1085144;14.72023364;8.407857615;2;0.6;200;100;6;80;30
0;63;71.19436469;6930.374533;80.15847666;18.55432123;5.167738688;45.0588478;3197.826498;55.55433669;13.80070153;2.458155714;2;0.1;100;30;90;90;1
1;46;71.66659485;8128.965019;83.82168878;21.78504964;13.93836553;47.05123442;3707.536817;58.86559719;14.12988747;3.064079395;1;0.1;70;30;60;70;5
2;84;82.31933188;10436.21398;92.85711622;21.47306136;11.17166003;12.80578525;271.7635676;16.23435984;4.171421948;0.292197982;30;0.1;30;100;35;30;10
3;38;92.25858473;12515.02442;103.1823475;23.72312288;23.65540677;22.03663066;874.7682232;28.57992039;6.904894992;1.688228172;30;0.1;90;50;35;100;30
0;58;72.21617103;7007.284116;78.19688137;19.58985651;16.67484304;41.87417042;3072.133308;53.867432;12.78586216;3.096918009;1;0.3;100;10;100;20;1
1;61;86.5919346;10319.46128;96.18787785;22.00912061;8.251309436;40.7648608;2672.53418;50.20769229;12.62514646;2.338778531;3;0.4;300;50;9;80;5
2;32;90.19451786;11194.28868;99.14036596;22.89562632;22.70816128;54.0568825;5551.914241;70.78670881;15.03206127;12.65394661;10;0.7;70;70;40;50;10
3;26;87.64934277;11752.84769;95.94854589;23.8201733;13.07840933;42.65376313;3187.621038;55.29516066;12.87746754;4.703648995;1;0.3;60;100;6;80;30
0;53;73.69407866;7062.286411;82.25549369;20.04321772;13.01483429;48.60169775;4406.545796;62.85426932;13.71046411;8.219963032;2;0.6;90;100;90;80;1
1;63;82.0497405;9387.100581;92.91967378;22.07329436;1.393900049;45.11604828;3085.714624;55.24018708;14.28000366;0.787974046;2;0.1;100;30;90;90;5
2;76;90.06604977;10524.69752;98.65115273;22.98315223;22.85353319;42.59482525;3162.469112;54.99650648;12.49918633;7.290139639;4;0.4;20;30;15;80;10
3;44;92.07260928;12649.76291;104.5967388;23.88279822;23.61363671;51.28976465;4245.385803;64.20471597;15.57233944;8.151208664;5;0.6;100;50;9;50;30
0;1;79.55282364;10512.62173;90.54359309;20.24567903;0.167983963;39.07016283;2532.076245;49.47851537;11.71449345;1.195958319;4;0.6;400;70;80;30;1
1;17;88.9785131;10238.81894;95.32535787;22.47760054;22.40794275;52.60591898;5727.138457;72.29371516;14.088459;11.64254824;3;0.5;20;100;50;100;5
2;63;73.01375412;9957.849689;89.28827714;23.44374926;18.27366985;45.02342646;3376.798771;57.84455989;13.62200919;3.079528417;2;0.1;100;30;90;90;10
3;82;95.91397167;13312.18643;104.1073267;24.48637836;20.07589922;43.33062866;3114.924966;54.71819086;13.24401835;4.241031962;2;0.4;50;100;25;100;30
0;73;80.05787675;10749.17647;91.49609671;20.74113063;1.001022946;40.64219958;2826.117026;52.51380931;12.41148504;1.509431564;4;0.1;80;50;80;60;1
1;28;83.73641696;9676.502696;92.49421504;22.89286637;10.0009064;52.19611231;4830.225285;64.93064864;15.59199378;-2.247902652;15;0.1;100;10;8;70;5
