Hyper_id,MAE_test,MSE_test,RMSE_test,MAPE_test,MPE_test,MAE_train,MSE_train,RMSE_train,MAPE_train,MPE_train,Window,Dropout Rate,Number of Neurons (each layer),Number of Epochs Filter Size,Batche Size,Prediction Window
1,62.83736928304036,6042.158234256064,77.73132080606932,18.654267760120035,14.910717808086835,43.22016623127384,3053.050468476396,55.25441582784489,12.094751101889905,2.723114167413676,4,0.6,400,70,80,30,10
1,67.21823735555013,6584.166268508698,81.1428756485047,19.974568030668276,19.974568030668276,41.24628430394251,3146.4075346942773,56.09284744683833,11.403467142534996,7.653014581302826,4,0.6,400,70,80,30,30
1,25.731790669759114,856.3452449887277,29.263377197253355,11.034591095852395,-8.702110784022173,51.731483472295174,4216.926997706477,64.93787028927325,12.979635265609012,3.1933107046221245,4,0.6,400,70,80,30,1
1,23.505374348958338,695.535919391215,26.37301498485175,10.00033886750205,-6.938066710109318,45.14840631000066,3475.5095019251316,58.95345199328985,11.395671467389503,1.3376518287237298,4,0.6,400,70,80,30,5
1,19.559317728678387,549.8746241548891,23.449405624767746,7.877902064711346,-0.4469602826872521,49.34886833370625,4171.61824087595,64.58806577747896,12.176478674755412,5.627044520525838,4,0.6,400,70,80,30,10
1,23.04087819417318,619.2791262733969,24.885319493094656,9.506471021903321,-3.3476124014692425,46.89129054263668,3841.7458993776318,61.98181910348898,12.036065521236711,3.075304096143816,4,0.6,400,70,80,30,30
2,83.39724985758464,9025.100187427222,95.00052730078514,16.57277976667197,16.57277976667197,31.053697534077322,1542.6042746244982,39.27600125553133,10.4463880456464,0.996799926296298,3,0.3,80,50,9,100,1
2,138.06619669596355,23123.0353495042,152.06260338921007,27.70907547803887,27.70907547803887,41.96544830128708,2930.9955388898456,54.138669533798534,12.758171943241473,6.02004356300275,3,0.3,80,50,9,100,5
2,56.37712910970052,5480.520453652718,74.03053730490356,10.86772488661784,10.8394212216488,31.73898829924755,1437.1238762890935,37.90941672314536,11.137374830850325,-3.4283124828685883,3,0.3,80,50,9,100,10
2,66.54420420328776,6817.578871139232,82.56863127810242,12.988481972865126,12.857545015953303,30.712623439516335,1564.0032351935956,39.54748076924238,10.016770825537314,-0.604426301031604,3,0.3,80,50,9,100,30
2,130.4035580444336,17584.90532600125,132.60808921781978,31.20999559894395,31.20999559894395,44.88571951364322,3473.773694922266,58.938728311037266,13.833648107567988,7.862457380771184,3,0.3,80,50,9,100,1
2,110.25379760742186,13028.032757887715,114.14040808533898,26.343124420919295,26.343124420919295,38.08621750039227,2373.302680193023,48.716554477846884,12.111854113420392,4.969650438471219,3,0.3,80,50,9,100,5
2,27.69702911376953,1076.807438889292,32.81474423013673,6.569429504397663,6.54143719058837,36.141963332738634,2130.994206917595,46.162692804012146,11.821492883118246,0.8499091643754296,3,0.3,80,50,9,100,10
2,36.30022379557292,1741.2401003415944,41.728169146771755,8.674184043479931,8.478274390967613,43.08623027120318,3355.928383541326,57.93037530986077,14.113197824065374,4.621560709937571,3,0.3,80,50,9,100,30
2,63.52853586832683,5023.166547734769,70.87430103877405,15.057907739862502,-13.819138313413621,37.48091174751458,2189.954401189884,46.79694863118624,11.73224696341582,3.4779231745591437,3,0.3,80,50,9,100,1
2,43.77877746582032,2756.6879058141053,52.50417036592527,10.893720088658128,-10.225329627109929,26.218918788659902,1286.5864247609334,35.86901761633476,8.438051916592157,0.7200176128296093,3,0.3,80,50,9,100,5
2,52.45402455647786,4098.377679665568,64.01857292743699,12.746815450787885,-1.7004590574728196,41.63801006088909,2964.325083910767,54.44561583737268,13.021912998884556,4.287902896924233,3,0.3,80,50,9,100,10
2,161.44770197550457,28013.06764996298,167.3710478247746,38.08807846970197,38.08807846970197,39.994032117298666,2467.462295577146,49.673557307456306,14.259667150567463,-4.4001328682222445,3,0.3,80,50,9,100,30
2,95.0588671875,11613.056294155143,107.76389142080544,28.947968599384883,28.947968599384883,32.23077290852865,1552.5112055729555,39.40191880572513,9.76325951743212,7.104796351064778,3,0.3,80,50,9,100,1
2,84.99940358479817,10996.614129472928,104.86474207031135,25.08428628512866,24.605031561028966,23.515684035061273,903.4651177089041,30.057696480417526,7.309332715129849,1.2523003709383065,3,0.3,80,50,9,100,5
2,80.17589848836265,10472.34615513308,102.3344817504495,23.482177869816333,22.748535841092018,27.668643553644163,1366.7728804106246,36.96989153907034,8.087020362916524,4.667478709411423,3,0.3,80,50,9,100,10
2,74.30042083740234,7741.077987060367,87.98339608733211,22.42952942754593,22.427621122249224,45.297071824754994,3409.9573254404454,58.39483988710343,13.21597538982504,8.350840973295595,3,0.3,80,50,9,100,30
2,44.60145497639974,2158.2140887677756,46.4565828356733,18.76578587989911,-18.76578587989911,54.42003982511957,4167.4426689423335,64.55573304472914,14.877223873128667,1.7026891197642884,3,0.3,80,50,9,100,1
2,21.188011118570966,1073.986601250508,32.77173479159301,7.928858874463638,6.818486091870629,55.10761485835714,4812.635811816288,69.37316348427747,13.637195037933985,7.3253739073673785,3,0.3,80,50,9,100,5
2,26.68980646769205,980.8981359616425,31.319293350291964,11.49851611404428,-11.387188768655818,62.549800781510825,5715.206735048783,75.59898633611951,16.870286687515474,2.4935160193216332,3,0.3,80,50,9,100,10
2,17.460092824300137,479.45571025371333,21.89647711970383,7.034458750290616,0.5696185972055479,59.44865709032331,6684.541362443756,81.75904452990969,14.250976032351565,8.124941623800643,3,0.3,80,50,9,100,30
3,75.92706044514973,8633.154755247988,92.91477145883742,14.821729334925749,14.821729334925749,28.37446947935735,1201.860359072714,34.66785772257516,9.676045952282731,-0.4390728287135736,2,0.6,200,100,6,80,1
3,96.13243001302084,11859.07680497429,108.89938845087373,19.124418332920236,19.124418332920236,33.02113440147433,1650.8086474981073,40.63014456654206,10.883661065853468,4.084794150648226,2,0.6,200,100,6,80,5
3,109.28973134358723,14503.380175977767,120.42998038685288,21.9177514065313,21.9177514065313,34.263638468337724,1775.7287743360378,42.13939693844749,10.881622765707444,6.799619935066806,2,0.6,200,100,6,80,10
3,100.41027170817057,12753.202283535427,112.93007696595016,20.029631732630307,20.029631732630307,41.20630110504898,2441.204638017363,49.40854822818986,13.868612225407254,3.2596329730951883,2,0.6,200,100,6,80,30
3,74.57946187337238,5885.82251650596,76.71911441424464,17.80768096050129,17.80768096050129,39.60104456945442,2515.881229824034,50.158560882705096,12.60326126843648,8.811742110648611,2,0.6,200,100,6,80,1
3,60.90274169921875,4041.9153284963036,63.5760593973573,14.522489964313964,14.522489964313964,34.57232812809038,1951.1852275215226,44.17222235207917,11.047248808374391,4.908355588113864,2,0.6,200,100,6,80,5
3,59.15623748779297,3745.5844442527214,61.2011800887264,14.122361699760292,14.122361699760292,39.19396660973522,2576.9906920050457,50.76406890710245,12.424420454896643,8.630672505444824,2,0.6,200,100,6,80,10
3,63.806651509602865,4529.471626958117,67.30134936951946,15.215278892968584,15.152779056164192,42.721239840161296,3182.9127814318067,56.41730923601202,13.92632911779524,3.382411163153385,2,0.6,200,100,6,80,30
3,30.00923817952474,1054.4217030219058,32.4718601718766,7.139474990700108,6.255986621705042,36.74324596835979,2510.8976441919,50.10885794140493,10.815529967483268,8.772376555300522,2,0.6,200,100,6,80,1
3,22.8757601928711,879.1187811087885,29.64993728675979,5.537266825799414,-1.22036838441562,38.129974680711456,2884.890861635877,53.711180043226356,11.220193741794942,6.3301046428732635,2,0.6,200,100,6,80,5
3,36.100068766276046,1911.9618548908868,43.72598603680524,8.532710273936184,3.0266539387266054,45.82818591803122,3833.3509444785327,61.91406095935343,13.759685056414222,8.737512508205777,2,0.6,200,100,6,80,10
3,200.38704472859703,41951.86540179936,204.8215452578155,47.38436624067874,47.38436624067874,41.63189943309351,2698.3028430575637,51.94519075966093,13.853751483159755,7.897655926714332,2,0.6,200,100,6,80,30
3,89.54873916625976,10393.835050684489,101.950159640309,27.208735798378058,27.208735798378058,48.37502795103703,4037.226168463133,63.53917034761418,12.810266915887345,12.302022615648198,2,0.6,200,100,6,80,1
3,83.18241470336915,9553.175066123487,97.74034512995894,24.946619259269934,24.8939240325483,35.35020212422946,2154.8807599995835,46.420693230493484,9.768184846509625,5.458555301841416,2,0.6,200,100,6,80,5
3,80.87466506958008,9195.516814529952,95.89325739868238,24.228514692915233,21.851017059687905,51.34843412940181,4463.771641688975,66.81146340029512,13.885110248442633,4.570331132559394,2,0.6,200,100,6,80,10
3,86.60446477254231,9871.493967362529,99.35539224099782,26.231961998647712,26.231961998647712,62.722543185431604,6806.854868366105,82.50366578744307,17.092868326917102,15.817375334210283,2,0.6,200,100,6,80,30
3,29.550735422770185,1228.2326553383512,35.04615036403216,11.54198264104541,10.962356422820358,56.56761187948442,5357.773993589397,73.19681682689075,13.735959023366018,12.905906826026872,2,0.6,200,100,6,80,1
3,19.599762369791673,503.8737929216401,22.447133289612733,8.253985359487958,-4.500059827514889,39.19427039552841,2460.7162929004203,49.605607474361406,9.91563226363282,3.48732256221903,2,0.6,200,100,6,80,5
3,26.569296417236334,822.5615279104737,28.680333469303903,11.159355274641204,-6.227596568711926,54.42987121712171,4919.734782185923,70.14082108291807,13.164117179649779,7.191147727888103,2,0.6,200,100,6,80,10
3,25.302415313720704,1147.5128919045885,33.8749596590843,9.717655757193167,8.790401056223264,59.65471147906807,5665.250444961735,75.26785798042705,14.859607056803206,11.682212682980365,2,0.6,200,100,6,80,30
4,47.27572733561198,3964.9873523610004,62.96814553693796,9.070546678573702,9.068432897817598,35.34545902934828,1845.7495632215864,42.962187598184364,12.598846020715602,-3.888771846132713,5,0.2,30,50,5,70,1
4,70.42066853841146,7595.619126590333,87.15284921670853,13.726171022406794,13.726171022406794,28.75642536916551,1238.5252210893786,35.19268703991468,9.774330448906285,-0.4131532379484021,5,0.2,30,50,5,70,5
4,34.76519449869792,2970.94362462385,54.5063631571934,6.453464714022997,4.153423601713067,35.40755434486488,1927.1023888991917,43.89877434392892,11.990914969040158,-4.594834954322949,5,0.2,30,50,5,70,10
4,117.62182006835937,16386.152771813293,128.0084089886805,23.944336498067553,23.944336498067553,37.0003116351072,2237.8953383304115,47.3063984924916,11.938816517197836,-0.14392486273740887,5,0.2,30,50,5,70,30
4,78.61875762939454,6588.9370904145735,81.1722679886091,18.818206717491467,16.440750884782023,41.54192982241982,2530.247523449863,50.30156581509032,14.253185229598941,-6.538146696947189,5,0.2,30,50,5,70,1
4,55.04492360432943,3377.7203359839723,58.1181584015183,13.134677917540866,12.80968289353892,40.65863074041476,2633.942376190666,51.3219482891157,13.603138038314444,0.7145812695600833,5,0.2,30,50,5,70,5
4,30.52186533610026,1321.9993933360124,36.35930958277415,7.275117662161803,7.259544328559797,35.697352049995395,1873.265371993319,43.28123579558836,12.202834740321837,-1.174828147571404,5,0.2,30,50,5,70,10
4,56.45679860432943,4145.110335857039,64.3825312942652,13.445928665621135,13.14833360243049,51.27787161514898,3904.3395590646282,62.48471460337022,17.50838762833899,-1.764006437539021,5,0.2,30,50,5,70,30
4,47.81798695882162,3516.179056426809,59.29737815811766,11.109232780669512,-7.937377796145208,51.13625368138363,4121.200093410904,64.19657384480034,15.865947058460272,5.950267233848177,5,0.2,30,50,5,70,1
4,18.086990661621098,456.5658941940722,21.36740260757194,4.339605128280921,-1.2249406128295421,46.42514018000057,3544.6917996688667,59.53731434712912,14.745052405985486,-0.8613868903171586,5,0.2,30,50,5,70,5
4,28.067880961100265,1110.9589593781286,33.33105097920149,6.825554654962525,0.7902150664013843,39.01457586329382,3074.5252822383604,55.44840198092602,12.163055320099883,3.17079294297239,5,0.2,30,50,5,70,10
4,190.1873615519206,39026.23928726244,197.55059930879085,45.091475961824635,44.821061728230355,48.11958102923337,3677.460239040443,60.6420665795654,16.164519319540897,0.9243929857281464,5,0.2,30,50,5,70,30
4,56.527715555826816,5126.078697942472,71.59663887322137,16.702560216464086,13.454840411457521,42.31174384508635,3251.4634726525583,57.02160531458719,11.273570675602846,2.83771192084223,5,0.2,30,50,5,70,1
4,53.314038035074866,4605.414641694137,67.86320535970974,15.666604616520141,13.310553456182683,26.669728318394622,1086.1004485238896,32.95603811934756,8.589179398731392,-3.1632691729259275,5,0.2,30,50,5,70,5
4,68.37386316935222,6888.793769614586,82.99875763898268,20.515144583770333,18.929859475899992,38.64801221200836,2473.3217628968173,49.7325020775832,10.868996654220775,6.179789550619539,5,0.2,30,50,5,70,10
4,59.06478001912434,4890.386111303275,69.9312956501113,17.751959284476587,15.110923744306085,40.978652516181164,2987.989068271436,54.66250148201632,11.613225487655114,4.257967223788921,5,0.2,30,50,5,70,30
4,18.077483723958334,594.7196605463638,24.386874759721955,6.9903754699859695,5.593872288126909,71.56625704795435,8292.376773701953,91.06248829074435,17.413162096268405,15.722214631545667,5,0.2,30,50,5,70,1
4,28.173365275065105,1149.4267000709801,33.903196015582076,11.242729804022433,-0.10706349448584655,54.293456325004556,4225.174950278406,65.0013457574411,14.76360255497378,1.9438325814898607,5,0.2,30,50,5,70,5
4,32.282108815511066,1420.1810534877586,37.6852896166098,13.917126348791792,-12.818155925478372,58.67566499505431,5595.935282561513,74.80598426971945,14.967827477189417,4.279417203431905,5,0.2,30,50,5,70,10
4,18.29737894694011,511.96237960127655,22.62658568147825,7.807725466966249,-4.812453117955658,56.912179839129955,5224.901139197277,72.28347763629858,14.69178621100165,3.9749225154748444,5,0.2,30,50,5,70,30
5,43.404394124348954,4722.8379179365165,68.72290679196068,8.063360901632548,4.14932686057165,30.06880245776887,1412.9752430031183,37.589562953074065,10.297302449180801,-5.997591299033179,10,0.4,200,150,100,90,1
5,45.2320058186849,5709.313791939068,75.56000127011029,8.247788382643833,7.330514731792878,27.525013582286913,1324.205742832212,36.38963784969853,9.226963033208436,-2.804544123534435,10,0.4,200,150,100,90,5
5,117.06911773681641,17391.81271844802,131.87802212062488,23.339840691683584,23.339840691683584,39.46257109735121,2251.377722629614,47.44868515174697,12.87348636477896,-1.6016905048195478,10,0.4,200,150,100,90,10
5,54.34722229003906,5590.360410998412,74.76871278147306,10.362265103681437,9.460408012369292,28.20423844179599,1345.2194860977793,36.677233893762754,9.372059968571364,-1.875975537100601,10,0.4,200,150,100,90,30
5,65.59544016520182,4771.411785589596,69.07540651772956,15.64711432031453,14.821971165183825,30.885186858481546,1650.806865364056,40.63012263535585,10.326973068080195,-0.7642901315276418,10,0.4,200,150,100,90,1
5,37.53903788248697,1560.3004902137939,39.500639111459876,9.027545435994243,6.654956315574026,32.81579370457727,1700.623920663903,41.23862171149641,11.244677757327427,-2.199181695361659,10,0.4,200,150,100,90,5
5,34.54072875976563,1384.4261305389305,37.207877264618716,8.221331067544229,7.762430565260186,30.772938209914336,1619.7684185416651,40.246346648381206,10.11217984634014,1.7479965764834366,10,0.4,200,150,100,90,10
5,13.985283915201824,310.00188917878705,17.606870510649728,3.42350762008653,-2.160624355874628,33.07833218736713,1880.7066059564784,43.367114337438665,10.87360882529507,1.5947096140423827,10,0.4,200,150,100,90,30
5,20.722914937337237,619.5294674908623,24.890348882465716,5.029789747695543,-1.93696231755539,32.84928486925491,1793.309902568136,42.347489920515194,10.621067108972108,2.669806632381678,10,0.4,200,150,100,90,1
5,104.21762502034507,15304.141780127542,123.70990978950532,25.457408326163073,-25.339618771609267,34.59386413312266,2160.043875030436,46.47627217226481,10.836568414549152,3.462630887244414,10,0.4,200,150,100,90,5
5,68.57441212972005,5798.479436238607,76.14774741408053,16.823894832164612,-12.465271639238386,45.68310045751211,3188.9450160665488,56.47074478051931,15.136121915856846,-2.4730812067288817,10,0.4,200,150,100,90,10
5,158.88756490071611,28356.192226611554,168.39296964722593,37.58500553572874,36.96743082195296,34.83306104179954,2131.904298246856,46.17254918506077,11.79184685561473,-0.476565036559048,10,0.4,200,150,100,90,30
5,77.39434580485026,8874.644224749842,94.2053301291909,22.924257641392355,22.69802311991148,21.90585646609043,853.3432118467583,29.212038817014438,6.70814302503941,3.560176698581046,10,0.4,200,150,100,90,1
5,80.26540715535482,10189.717387860062,100.94413003171637,23.54823897399659,23.51189697262773,38.58309135600733,2699.507460437411,51.95678454675011,10.3883918549716,7.837690620682715,10,0.4,200,150,100,90,5
5,72.4071268717448,8514.403460555877,92.27352524183671,21.317608241514748,18.625937217111844,34.769925966076634,1975.0786984220583,44.44185750418245,9.976298502101812,3.611284433969396,10,0.4,200,150,100,90,10
5,49.2172019958496,3865.0083264500076,62.16919113556173,14.479264552544842,12.772753152617474,32.51267509200947,1811.7950700078975,42.565186126785555,9.56760553874729,3.7574019826538643,10,0.4,200,150,100,90,30
5,17.50509694417318,398.80702277552336,19.970153298748695,7.436658956464096,-4.78517093675765,41.46057861328125,3122.7527813798015,55.88159608833486,10.151689276042761,2.4348243565877543,10,0.4,200,150,100,90,1
5,46.601117248535154,2626.165225015137,51.24612399991961,19.935472266038648,-19.935472266038648,51.779609850445524,3922.0975646993247,62.62665219137396,14.656932817392907,-3.617986108905359,10,0.4,200,150,100,90,5
5,47.14328826904296,2760.2741533321673,52.53831129121079,20.194710583388805,-19.88058600901509,51.51965222803476,4044.530035208005,63.59661968381657,13.95308185169981,-1.1937367318401881,10,0.4,200,150,100,90,10
5,16.246152140299483,342.5553310729719,18.50825035147763,6.691638820383737,-1.7401293795435306,45.623270601372056,3668.545285964358,60.56851728385266,11.55731989005806,4.535123319147641,10,0.4,200,150,100,90,30
6,41.47542043050131,4166.385935484451,64.5475478657745,7.6907981663285385,7.5095701939476625,18.169263652454724,673.0659689079744,25.943514968253133,5.744234229256793,2.3670459143388842,40,0.6,40,100,90,80,1
6,45.277888488769534,5117.45056034175,71.53635831059441,8.359218498664049,8.223718009071455,22.356211818030122,921.1312823364128,30.350144683945295,7.215577843090884,4.135220044804452,40,0.6,40,100,90,80,5
6,59.27781229654948,8238.942943451626,90.76862312193364,11.01658191629086,10.990774983069054,19.777316156728087,776.5505520534273,27.86665663572556,6.2207542607522575,2.655854787992653,40,0.6,40,100,90,80,10
6,81.46689453125,12196.939689105157,110.43975592650119,15.549606061014087,15.549606061014087,19.48344981989431,706.298211494154,26.576271587529995,5.915792309123,3.2120408865796994,40,0.6,40,100,90,80,30
6,18.657619120279954,732.3820456247621,27.062558002242916,4.449211406172303,2.7561772566948797,19.846358385953035,731.1635492759841,27.040036044280416,6.914424441460813,-3.2062350780571713,40,0.6,40,100,90,80,1
6,28.92841542561849,1386.2783618990486,37.23275925712529,6.878671435779345,6.848594189292415,22.687567089675763,955.1332388888939,30.905229960136097,7.995113092520725,-2.6538307696282772,40,0.6,40,100,90,80,5
6,25.683496805826827,1194.2770001901529,34.55831304028241,6.084773528480214,2.6346674369535283,23.042172651888325,921.3251617674777,30.353338560485856,7.791090183123149,1.4856355222385085,40,0.6,40,100,90,80,10
6,22.82745941162109,822.4107506683995,28.677704766392996,5.51185724642711,-2.043435121734876,21.246706589005,921.1929395531266,30.351160431738464,7.07291591841088,3.5827717041832705,40,0.6,40,100,90,80,30
6,91.34239624023438,9526.567903974674,97.60413876457633,21.32836895094982,21.32836895094982,20.641238618330522,790.5944036090136,28.117510622546472,7.14571816758007,1.8098136395830102,40,0.6,40,100,90,80,1
6,141.63103352864584,20872.80014851637,144.4742196674423,33.49791587257121,33.49791587257121,20.627038602216526,812.2852975759997,28.50061924899176,7.214280828541529,0.11655021168800125,40,0.6,40,100,90,80,5
6,136.910349222819,19676.238984808395,140.27201782539666,32.308594262371116,32.308594262371116,19.41428225488508,697.5330460131612,26.41085091422011,6.880769950211478,-1.217050071004104,40,0.6,40,100,90,80,10
6,201.81013000488284,41681.9841117425,204.1616617089078,47.958247547592094,47.958247547592094,26.946437915514274,1251.3117874966656,35.37388567144788,9.393581781039796,6.282771713131348,40,0.6,40,100,90,80,30
6,60.60707300821941,4688.550607722812,68.47299181226721,18.749042862805652,18.749042862805652,29.025016215931288,1275.1974787443062,35.7099072911749,9.366028647311984,-0.4622577368953448,40,0.6,40,100,90,80,1
6,64.35934402465821,5299.283655638731,72.79617885328001,19.762288058718617,19.762288058718617,27.03749166366157,1235.8049211542177,35.154017141063946,8.44078008497828,-0.853037121393656,40,0.6,40,100,90,80,5
6,48.786974894205734,3802.339346430266,61.66311171543539,14.338466640041956,14.338466640041956,19.0313596012974,591.9862937653602,24.330768458175754,6.488148605819241,-1.4879931681207654,40,0.6,40,100,90,80,10
6,53.424350585937496,4541.399118305629,67.38990368227,15.692478896877168,14.093897353008996,25.087529426073505,884.837034508608,29.746210422650613,8.94398486658129,-3.619074294238498,40,0.6,40,100,90,80,30
6,14.126540120442714,330.167457330913,18.170510651352455,5.960109954208405,1.7565156653011695,25.195710851495914,1444.381527489935,38.005019766998345,6.878379738856638,3.0399169749144552,40,0.6,40,100,90,80,1
