Hyper_id;MAE_test;MSE_test;RMSE_test;MAPE_test;MPE_test;MAE_train;MSE_train;RMSE_train;MAPE_train;MPE_train;Window;Dropout Rate;Number of Neurons (each layer);Number of Epochs Filter Size;Batche Size;Prediction Window;
0;66.8037267;8377.014687;91.52603284;12.7255192;12.68193347;19.68543907;746.1739769;27.31618526;6.521652971;-0.628950883;20;0.2;200;120;50;20;1
0;45.8257663;4784.358818;69.16905969;8.556221847;7.375356364;21.16690698;759.432454;27.55780205;6.890929623;-1.932481529;20;0.2;200;120;50;20;5
0;62.41926778;6591.342247;81.18708177;12.03401869;11.81796993;19.72540967;728.2191391;26.98553574;6.580745879;-2.303572327;20;0.2;200;120;50;20;10
0;80.96827901;10121.51841;100.6057574;15.7804469;15.7804469;21.2945321;803.6964287;28.34954018;6.885883394;0.593797187;20;0.2;200;120;50;20;30
0;32.4934669;1296.868302;36.01205773;7.713821707;7.69893038;23.74533573;1064.935766;32.63335358;7.520938217;3.548033741;20;0.2;200;120;50;20;1
0;41.87571055;1941.057144;44.05743006;10.02209857;9.122226305;21.62788819;814.2747787;28.53550032;7.403629517;-2.19859494;20;0.2;200;120;50;20;5
0;52.54507874;3104.351037;55.71670339;12.50638619;12.47460548;25.49373226;1047.608558;32.36678171;8.669087041;-1.619652338;20;0.2;200;120;50;20;10
0;22.07951497;712.3609294;26.69009047;5.410003443;-5.338327985;23.4741162;1016.389014;31.88085654;7.913043034;0.199801257;20;0.2;200;120;50;20;30
0;35.98243601;1633.072648;40.41129357;8.435637896;7.467857671;25.44757897;1204.753937;34.7095655;8.116031877;2.435714681;20;0.2;200;120;50;20;1
0;54.06806305;3882.945303;62.31328352;13.4486795;-13.23740744;30.91014394;1523.033685;39.02606418;10.57627795;-3.76406755;20;0.2;200;120;50;20;5
0;47.02442952;3204.059287;56.60441049;10.85387441;8.768502855;22.67098451;935.0265544;30.57820391;7.585818334;0.294810244;20;0.2;200;120;50;20;10
0;150.1874546;26228.71256;161.9528097;36.04990325;33.66086583;27.12999311;1353.047518;36.78379423;9.237383174;1.743563883;20;0.2;200;120;50;20;30
0;55.69192983;5139.796247;71.6923723;16.36355703;15.76197777;20.81527502;792.8856933;28.15822603;6.228154105;0.731491404;20;0.2;200;120;50;20;1
0;62.45261943;6418.036312;80.11264764;18.59403882;14.51575101;37.51074895;2225.799307;47.17837754;11.44335949;-9.766455858;20;0.2;200;120;50;20;5
0;53.71845937;4764.153873;69.02285037;15.83994483;15.83994483;25.32919376;1087.758097;32.98117791;7.634157079;5.160358114;20;0.2;200;120;50;20;10
0;49.78959249;3903.703711;62.47962637;14.85746392;11.11320079;20.90762817;776.4885084;27.86554339;6.5705306;1.67032674;20;0.2;200;120;50;20;30
0;27.40831838;982.2163013;31.34033027;11.79035112;-10.60154845;40.01694183;2978.276357;54.57358662;9.465765279;3.55979538;20;0.2;200;120;50;20;1
0;21.96094167;835.3991767;28.90327277;9.54492598;-8.223770121;25.99804541;1319.952159;36.33114585;7.143534093;-1.168019437;20;0.2;200;120;50;20;5
0;16.52622467;402.0600776;20.0514358;6.692320126;2.969418172;37.34189542;2411.390551;49.10591157;9.215142781;6.479172959;20;0.2;200;120;50;20;10
0;24.28976176;744.5695051;27.28680093;10.182665;-5.742728252;25.14850555;1191.247795;34.51445776;6.770345815;2.462000462;20;0.2;200;120;50;20;30
1;77.6848704;9467.344106;97.30027803;15.0844901;15.0844901;33.10494808;1619.324939;40.24083671;11.43292584;-1.407414914;3;0.4;300;50;9;80;1
1;88.93402913;10743.07062;103.648785;17.56505857;17.56505857;39.36745563;2038.414027;45.14879873;13.29897191;-1.114925484;3;0.4;300;50;9;80;5
1;120.6597346;16898.16978;129.9929605;24.3707663;24.3707663;41.58199257;2449.840558;49.49586404;13.66819392;0.404129309;3;0.4;300;50;9;80;10
1;46.30596578;4347.088751;65.93245598;8.751779786;7.932604827;31.58281076;1617.005393;40.21200558;10.60809375;-4.305757163;3;0.4;300;50;9;80;30
1;79.45322286;6829.688254;82.64192794;18.9532644;18.9532644;37.88226537;2124.691297;46.09437381;12.9737936;-1.58103132;3;0.4;300;50;9;80;1
1;85.90921956;8256.232588;90.86381341;20.48463993;20.46880315;33.90297122;1652.660825;40.65293133;11.70887328;-1.675037736;3;0.4;300;50;9;80;5
1;23.05683228;826.6873825;28.75217179;5.468149293;4.223432454;33.99629438;1855.77263;43.07867953;11.56918086;-1.338534413;3;0.4;300;50;9;80;10
1;46.83955994;2751.641344;52.45608967;11.26883247;8.679850314;42.71953238;2641.724153;51.39770572;14.62140857;-1.841061656;3;0.4;300;50;9;80;30
1;85.95087565;8227.081016;90.70325802;20.66712725;-20.66712725;38.54820172;2331.598935;48.28663309;11.93148342;5.891792755;3;0.4;300;50;9;80;1
1;140.7612842;20824.45477;144.3068078;33.75719631;-33.75719631;44.55623091;3442.917016;58.67637528;14.35518948;-1.031490615;3;0.4;300;50;9;80;5
1;60.79184255;4551.248225;67.46293964;14.94540551;-9.855616989;37.26112977;2375.317771;48.73723188;11.99006911;4.666852503;3;0.4;300;50;9;80;10
1;194.2995546;39888.64611;199.7214213;46.06124014;46.06124014;40.36865824;2438.561534;49.38179355;14.22113959;-1.514571047;3;0.4;300;50;9;80;30
1;99.2414297;14058.5989;118.5689626;29.61667548;29.61667548;29.09043445;1504.763764;38.79128464;8.482746809;6.712702961;3;0.4;300;50;9;80;1
1;79.56887741;9999.059141;99.9952956;23.32520291;22.50851723;27.90563347;1345.430732;36.68011358;8.235740608;3.004010099;3;0.4;300;50;9;80;5
1;90.31929072;11198.62833;105.8235717;27.14247044;27.14247044;30.79221937;1454.626451;38.13956543;10.08906009;4.226497901;3;0.4;300;50;9;80;10
1;53.08422404;3841.35092;61.97863277;16.15498849;11.55721223;36.5799249;2009.020292;44.82209603;11.77515758;0.254323431;3;0.4;300;50;9;80;30
1;19.6265357;720.3680063;26.83967225;7.641046365;2.546619224;44.54995493;3332.501541;57.72782293;11.21884862;7.073850513;3;0.4;300;50;9;80;1
1;37.78626272;1774.48929;42.12468742;14.91350533;14.47136454;58.09201279;4883.248299;69.88024255;15.52695702;12.51133639;3;0.4;300;50;9;80;5
1;30.62790746;1114.763987;33.38808151;12.96897615;-8.880109732;49.76869096;3767.459553;61.37963468;13.23989721;0.388686635;3;0.4;300;50;9;80;10
1;23.72096598;828.7596573;28.78818607;9.462071313;0.256225942;59.66757826;6220.782318;78.87193619;15.18816489;10.08524704;3;0.4;300;50;9;80;30
2;31.02837962;1618.466729;40.23017188;6.073727714;-0.010114913;25.69951573;980.7035464;31.31618665;8.721363646;-7.73320411;20;0.4;300;10;80;10;1
2;36.41415995;2193.462325;46.8344139;7.138116949;-0.201059556;32.10035418;1546.613653;39.32700921;10.69346831;-9.695390392;20;0.4;300;10;80;10;5
2;52.47391663;5438.432786;73.74573063;9.928620674;9.926861973;21.89336204;766.5627853;27.68687027;7.390254947;-3.773200792;20;0.4;300;10;80;10;10
2;88.53453217;12267.92892;110.7606831;17.26319132;17.23128264;30.70785631;1518.728856;38.97087189;10.60884143;-4.593018288;20;0.4;300;10;80;10;30
2;15.73773997;520.1432099;22.80664837;3.791471121;3.159482034;18.91106053;646.8285186;25.43282365;6.180679722;0.662437027;20;0.4;300;10;80;10;1
2;31.22843313;1226.135212;35.01621356;7.490296268;-1.050755045;22.53451465;905.6155806;30.09344747;7.515974424;-1.915732828;20;0.4;300;10;80;10;5
2;59.65500356;4521.625869;67.24303584;14.39455682;-12.08637442;31.0340456;1614.294892;40.17828881;10.59686273;-6.280471952;20;0.4;300;10;80;10;10
2;43.02515503;2269.975124;47.64425594;10.42013952;-0.168106804;34.54263558;1761.78926;41.97367341;11.92293047;-2.009082531;20;0.4;300;10;80;10;30
2;68.44694387;5295.544606;72.77049269;16.01998697;16.01998697;23.2927141;967.2482206;31.10061447;7.645062736;-0.566188048;20;0.4;300;10;80;10;1
2;41.75012889;2506.391967;50.06387887;9.599136771;9.300812852;33.08230741;1553.580512;39.41548568;12.5108179;-10.81105284;20;0.4;300;10;80;10;5
2;114.3307136;14115.68681;118.8094559;26.88248984;26.88248984;22.06599067;872.6303331;29.54031708;7.877610214;-2.103383769;20;0.4;300;10;80;10;10
2;167.0346343;29401.89914;171.4698199;39.65390305;39.65390305;31.16345409;1438.725354;37.93053326;11.41190293;-5.202999499;20;0.4;300;10;80;10;30
2;45.52863948;3461.866839;58.83763115;13.27455177;11.94455289;17.51730119;582.3537759;24.13200729;5.43166396;-0.528032713;20;0.4;300;10;80;10;1
2;46.42480189;3673.255914;60.60739158;13.50200368;12.02405069;37.97027568;2810.77098;53.01670472;10.29551995;2.264717198;20;0.4;300;10;80;10;5
2;54.16875692;4846.116921;69.61405692;15.76139964;15.73113792;20.9463487;757.4462629;27.52174164;6.924358259;-1.984294089;20;0.4;300;10;80;10;10
2;55.3452182;4486.541457;66.98165015;16.47702238;16.47702238;28.57463103;1599.589637;39.99487013;9.289102551;-2.495101473;20;0.4;300;10;80;10;30
2;19.81926264;496.953482;22.29245348;7.925941739;6.960931369;23.81969159;920.3605438;30.33744458;6.725925068;1.408101373;20;0.4;300;10;80;10;1
2;31.91169393;1345.597671;36.68238912;13.808162;-13.78247045;38.54167949;2043.664062;45.20690282;12.18760715;-7.612495146;20;0.4;300;10;80;10;5
2;12.83022135;274.5441355;16.56937342;5.131490946;2.006314446;45.88745942;3866.364372;62.18009627;11.73843104;-0.3606765;20;0.4;300;10;80;10;10
2;44.11442713;2157.024611;46.44377904;17.67156683;17.19072709;33.68927839;1709.276722;41.34339999;9.884245032;2.328019714;20;0.4;300;10;80;10;30
3;90.78713684;11634.66267;107.8640935;17.84801235;17.84801235;40.89082614;2375.823882;48.74242385;13.88644662;-1.672050462;2;0.1;100;30;90;90;1
3;43.93090098;4009.256783;63.31869221;8.307102417;7.098847615;36.5021656;2211.771935;47.02947942;11.58322085;1.766685355;2;0.1;100;30;90;90;5
3;35.51436147;3228.947433;56.82382804;6.562521909;4.001213911;39.49155445;2556.994631;50.56673443;13.67255212;-5.982975885;2;0.1;100;30;90;90;10
3;59.66471863;5484.010792;74.05410719;11.65136852;11.34307262;36.81952608;2172.739837;46.61265748;12.36130538;-5.149108101;2;0.1;100;30;90;90;30
3;76.99943197;6650.980736;81.55354521;18.45612472;14.74257462;38.01031011;2202.959949;46.93570015;12.56418425;-3.303198239;2;0.1;100;30;90;90;1
3;117.4017824;14422.35217;120.0930979;28.07832309;28.07832309;47.83985193;3697.000334;60.8029632;15.37525852;9.127724375;2;0.1;100;30;90;90;5
3;54.40808685;3414.029012;58.42969289;12.97574285;12.62263721;41.70335975;2937.254406;54.19644274;13.48329071;8.234566651;2;0.1;100;30;90;90;10
3;79.70194824;6750.135033;82.15920541;19.08762921;19.08762921;50.45917857;3988.599957;63.15536364;16.70439642;0.712360088;2;0.1;100;30;90;90;30
3;73.75863068;5832.605315;76.37149543;17.76861303;-17.76861303;42.38463804;3060.689205;55.32349596;13.07544223;4.412224362;2;0.1;100;30;90;90;1
3;119.7859281;15615.65035;124.9625958;28.84247221;-28.84247221;47.16207884;3572.117956;59.76719799;15.00229121;0.760146489;2;0.1;100;30;90;90;5
3;53.7932432;4427.980571;66.54307305;13.20755294;-8.004190891;42.71929204;3118.313671;55.84186307;13.79400696;1.617062718;2;0.1;100;30;90;90;10
3;198.2538436;42083.00053;205.1414159;47.10383709;47.10341957;45.2699825;3259.066076;57.08823063;16.01866734;-5.365173325;2;0.1;100;30;90;90;30
3;76.42582911;8864.95288;94.15387873;22.62308375;22.30654959;41.63824813;2585.55839;50.84838631;12.8802566;10.91181489;2;0.1;100;30;90;90;1
3;77.24348307;9335.905726;96.62249079;22.83236989;20.42105149;42.11686902;2427.790275;49.27261182;14.45938677;-5.643722475;2;0.1;100;30;90;90;5
3;72.68496129;7976.56042;89.31159174;21.59165924;20.43583206;50.17402159;4098.532122;64.01977915;14.06847799;8.325942006;2;0.1;100;30;90;90;10
3;60.31713557;5788.610155;76.08291631;17.71623413;17.15697559;43.98635897;3119.684733;55.85413801;12.82299331;9.214047822;2;0.1;100;30;90;90;30
