Hyper_id;MAE_test;MSE_test;RMSE_test;MAPE_test;MPE_test;MAE_train;MSE_train;RMSE_train;MAPE_train;MPE_train;Window;Dropout Rate;Number of Neurons (each layer);Number of Epochs Filter Size;Batche Size;Prediction Window;
0;94.71619873;10674.59742;103.3179434;20.74290779;-20.54779752;120.0331711;17324.37892;131.6221065;40.4645066;-39.12300031;20;0.3;200;10;40;70;1
0;365.9022298;135972.6003;368.7446274;77.96257316;-77.96257316;237.3481209;78152.51393;279.5577113;74.30956664;-69.23267797;20;0.3;200;10;40;70;5
0;267.8725769;74091.79989;272.1980894;57.39960082;-57.39960082;199.3463443;56868.92708;238.4720677;63.14837148;-61.4386168;20;0.3;200;10;40;70;10
0;267.3483744;76597.08781;276.7617889;57.59770004;-57.59770004;188.9241485;52425.42875;228.9659991;59.34732946;-58.55640685;20;0.3;200;10;40;70;30
0;361.9003192;132315.3053;363.7517083;87.07115956;-87.07115956;249.8011168;69583.12489;263.7861348;85.76053717;-85.76053717;20;0.3;200;10;40;70;1
0;423.281677;181785.7774;426.3634335;102.0237674;-102.0237674;244.2402216;90158.13964;300.2634504;81.72323218;-81.52767509;20;0.3;200;10;40;70;5
0;262.4144356;71690.35733;267.7505506;63.37275887;-63.37275887;233.0290005;63840.01146;252.6658098;79.64951203;-79.64951203;20;0.3;200;10;40;70;10
0;333.3197925;119925.6437;346.3028208;80.38160221;-80.38160221;194.8713118;57586.99739;239.9729097;66.83076163;-58.76847599;20;0.3;200;10;40;70;30
0;41.77964976;2178.895812;46.67864407;10.02509372;-4.193651089;133.0853641;25938.81087;161.0553038;43.14197627;-42.98311095;20;0.3;200;10;40;70;1
0;99.93160838;10977.3989;104.7730829;24.47814004;-24.47814004;197.7677166;44966.84263;212.0538673;68.36694867;-68.36694867;20;0.3;200;10;40;70;5
0;121.9046216;19135.99402;138.3329101;29.42199032;16.68364174;150.5637277;28049.22894;167.4790403;56.8064638;-56.8064638;20;0.3;200;10;40;70;10
0;174.0670782;35681.07722;188.8943547;42.19427108;37.08335338;84.95744392;10817.91038;104.0091841;31.67853427;-29.27888898;20;0.3;200;10;40;70;30
0;44.87963033;2884.811347;53.71043983;16.11027162;-11.52632783;280.9742964;150764.6029;388.284178;71.67692412;-71.57142363;20;0.3;200;10;40;70;1
