Date;Price;Open;High;Low;Vol.;Change %;Price_5D_MA;Open_5D_MA;High_5D_MA;Low_5D_MA;Vol._5D_MA;Change %_5D_MA;Price_10D_MA;Open_10D_MA;High_10D_MA;Low_10D_MA;Vol._10D_MA;Change %_10D_MA;Price_50D_MA;Open_50D_MA;High_50D_MA;Low_50D_MA;Vol._50D_MA;Change %_50D_MA;Price_100D_MA;Open_100D_MA;High_100D_MA;Low_100D_MA;Vol._100D_MA;Change %_100D_MA;Price_200D_MA;Open_200D_MA;High_200D_MA;Low_200D_MA;Vol._200D_MA;Change %_200D_MA;RSI EWMA;RSI SMA;Position_10D_MA_50D_MA;Position_50D_MA_200D_MA;Previous_Position_10D_MA_50D_MA;Previous_Position_50D_MA_200D_MA;GoldenCross_10D_MA_50D_MA;DeathCross_10D_MA_50D_MA;GoldenCross_50D_MA_200D_MA;DeathCross_50D_MA_200D_MA;K;D;Momentum;Price_Orig;Price_D1;Price_Orig_D1;Price_D5;Price_Orig_D5;Price_D10;Price_Orig_D10;Price_D30;Price_Orig_D30
01/03/2016;0.442905165;0.447387185;0.450457782;0.451527924;0.071420775;0.800922181;0.373649852;0.376525528;0.375677331;0.37798314;0.115545493;0.770530561;0.307100575;0.312519598;0.298191839;0.320523842;0.199646011;0.73759542;0.278854609;0.276875249;0.270581888;0.292343931;0.534356688;0.5223823;0.317298066;0.314149117;0.310588875;0.321606618;0.739123561;0.412802605;0.226665222;0.225769643;0.229823013;0.220024858;0.996734367;0.431583134;0.6331347;0.664103524;1;1;0;1;1;0;0;0;0.706744868;0.670773777;0.529309252;434.8;0.430070286;422.2;0.411429154;403.9;0.428338596;420.5;0.423754711;416
29/02/2016;0.447387185;0.442599572;0.45249237;0.453635406;0.074222303;0.817667044;0.371299703;0.373444383;0.372661735;0.375771131;0.107832227;0.774980878;0.307645055;0.309754568;0.298501167;0.319262953;0.225186394;0.774672846;0.279335782;0.277211159;0.270886132;0.292871646;0.532454669;0.526541463;0.315249229;0.3120832;0.308546194;0.319482408;0.736039488;0.413091425;0.224612142;0.223630743;0.227757233;0.217962842;0.995651065;0.435560859;0.666791378;0.7298725;1;1;0;1;1;0;0;0;0.703703704;0.630450465;0.531606464;439.2;0.442905165;434.8;0.404807986;397.4;0.424264032;416.5;0.420902516;413.2
28/02/2016;0.442599572;0.44229398;0.445371312;0.444783983;0.072257595;0.809415952;0.368261128;0.370291024;0.368585968;0.370904712;0.110428899;0.776093457;0.304964539;0.307901713;0.29536571;0.316612219;0.218638519;0.764858233;0.279674263;0.277695264;0.271058641;0.293238601;0.529830515;0.522039276;0.313170617;0.310000593;0.306487513;0.317291386;0.733512506;0.414614294;0.222486041;0.221581219;0.225657005;0.215890911;0.994342366;0.430439539;0.645025092;0.643614567;1;1;0;1;1;0;0;0;0.587654321;0.59801304;0.532081749;434.5;0.447387185;439.2;0.416420495;408.8;0.420596924;412.9;0.423550983;415.8
27/02/2016;0.44229398;0.443618213;0.445574771;0.455005269;0.042168456;0.806908267;0.365080119;0.371759382;0.369716817;0.369479195;0.126507796;0.745427995;0.303149606;0.305150936;0.293706589;0.315322673;0.223563181;0.775354417;0.280162072;0.278347324;0.271629488;0.294126281;0.525450348;0.517279822;0.311080841;0.308003294;0.304514165;0.315078749;0.736079639;0.410990915;0.220448781;0.21959536;0.223708828;0.213954053;0.993716846;0.425840294;0.643661942;0.696788922;1;1;0;1;1;0;0;0;0.580246914;0.539119559;0.516634981;434.2;0.442599572;434.5;0.42844046;420.6;0.419068962;411.4;0.432005704;424.1
26/02/2016;0.443414485;0.432820617;0.442828077;0.442571128;0.068582863;0.828749393;0.36652819;0.372962954;0.370776987;0.369872441;0.132583752;0.746818719;0.300455129;0.301131667;0.291414752;0.311525676;0.240813257;0.789735551;0.280819122;0.279114647;0.272476351;0.294650502;0.532892686;0.513635194;0.309076665;0.306156209;0.30270793;0.312970259;0.737926569;0.404269285;0.218474806;0.217509106;0.221736894;0.211884601;0.99390555;0.432900756;0.651029869;0.731860718;1;1;0;1;1;0;0;0;0.607407407;0.523099959;0.517347909;435.3;0.44229398;434.2;0.430070286;422.2;0.420393195;412.7;0.43536722;427.4
25/02/2016;0.432820617;0.434348579;0.437436419;0.442044257;0.049481535;0.806099337;0.367762611;0.376284813;0.374522923;0.371912404;0.163487982;0.732633336;0.296546043;0.297568484;0.28768876;0.308473751;0.2363563;0.785577972;0.281605591;0.279246377;0.273310667;0.294898633;0.547418266;0.534259497;0.307228804;0.304513119;0.300992363;0.311164386;0.737113518;0.397573912;0.21640347;0.215558752;0.219745953;0.209929155;0.992481531;0.426362371;0.606028932;0.717727433;1;1;0;1;1;0;0;0;0.427015251;0.478405901;0.510535488;424.9;0.443414485;435.3;0.442905165;434.8;0.411429154;403.9;0.42446776;416.7
24/02/2016;0.434348579;0.429255373;0.434893184;0.432771338;0.08160815;0.818961333;0.371038576;0.374696098;0.378056825;0.37196156;0.206825537;0.766010709;0.293055788;0.29498874;0.285228199;0.305020633;0.251515457;0.773923119;0.281708462;0.279424211;0.27337967;0.295090847;0.545500464;0.531944087;0.305580057;0.302764322;0.299436796;0.309425323;0.740561457;0.40177493;0.214464787;0.213537388;0.217816784;0.207961317;0.993809451;0.431259944;0.615255814;0.708147252;1;1;0;1;1;0;0;0;0.527619048;0.611185826;0.526536755;426.4;0.432820617;424.9;0.447387185;439.2;0.404807986;397.4;0.423754711;416
23/02/2016;0.428949781;0.448507691;0.450254323;0.438672287;0.117991632;0.773742113;0.369519288;0.374720169;0.376878858;0.372281073;0.195095744;0.754884918;0.290528843;0.290940965;0.282584854;0.302484525;0.257971626;0.79205289;0.281887658;0.279802933;0.273611773;0.295702438;0.54107689;0.525598148;0.30382524;0.300893129;0.29779234;0.307548708;0.741402111;0.407577588;0.212455519;0.211808638;0.216068177;0.206101289;0.996323761;0.411520485;0.592479674;0.712562503;1;1;0;1;1;0;0;0;0.460573477;0.724430814;0.52115019;421.1;0.434348579;426.4;0.442599572;434.5;0.416420495;408.8;0.423041662;415.3
22/02/2016;0.448507691;0.448711419;0.450152594;0.456691254;0.059450609;0.808526128;0.369614243;0.368606023;0.372968006;0.371494581;0.185885874;0.796258953;0.286605797;0.282759899;0.275610922;0.297655892;0.241739497;0.839490185;0.282279233;0.279417625;0.273395353;0.296076382;0.533417517;0.548494983;0.301964353;0.298910665;0.295904326;0.305558121;0.741196339;0.409284251;0.210739547;0.209835022;0.21414851;0.204363941;0.992830984;0.423254773;0.717011776;0.873330105;1;1;0;1;1;0;0;0;0.812714777;0.8657413;0.541587452;440.3;0.428949781;421.1;0.44229398;434.2;0.42844046;420.6;0.425893858;418.1
21/02/2016;0.448711419;0.446877865;0.459003052;0.451317176;0.156485356;0.812247209;0.36358457;0.360614303;0.368067662;0.364588198;0.203870704;0.809540366;0.278606132;0.273851943;0.267315317;0.289589065;0.236062838;0.848827699;0.281894295;0.279160753;0.273100519;0.295677975;0.534538208;0.544721722;0.299975064;0.297019072;0.294094536;0.303506617;0.742195087;0.405424565;0.208777742;0.207901809;0.212249039;0.202439475;0.991749429;0.42027148;0.718443897;0.861178293;1;1;0;1;1;0;0;0;0.844023324;0.888349376;0.54776616;440.5;0.448507691;440.3;0.443414485;435.3;0.430070286;422.2;0.425486401;417.7
20/02/2016;0.446877865;0.427625548;0.452695829;0.442255005;0.172748772;0.844928005;0.355703264;0.351274583;0.3580785;0.357313147;0.166749811;0.819484041;0.269880494;0.265613865;0.257726161;0.281565222;0.20993553;0.840853326;0.281635457;0.279005971;0.272617494;0.295737386;0.520083657;0.541720264;0.298076959;0.295144169;0.292181633;0.301500309;0.738960449;0.40589718;0.206856097;0.206026139;0.21028542;0.200621579;0.985578099;0.41676611;0.712442159;0.841711008;1;1;0;1;1;0;0;0;0.907216495;0.913703717;0.552202155;438.7;0.448711419;440.5;0.432820617;424.9;0.442905165;434.8;0.419578283;411.9
19/02/2016;0.427829276;0.429357237;0.429806714;0.434141201;0.048244497;0.806018444;0.346492582;0.348506367;0.350421712;0.351340723;0.144556583;0.774215979;0.261811024;0.259128873;0.249500858;0.274888239;0.197270801;0.823132497;0.28147949;0.279308948;0.27235089;0.295968044;0.506465679;0.527613412;0.296176993;0.293187668;0.290425176;0.299425225;0.741469866;0.413091425;0.204991651;0.204330446;0.208395451;0.198906536;0.979389297;0.409407319;0.643311403;0.68384413;0;1;0;1;0;0;0;0;0.888268156;0.900459083;0.530735108;420;0.446877865;438.7;0.434348579;426.4;0.447387185;439.2;0.418967098;411.3
18/02/2016;0.429357237;0.422634206;0.433367243;0.435300316;0.091795525;0.821873483;0.343715134;0.341646005;0.347170523;0.346670927;0.165291582;0.803838398;0.255388954;0.251859981;0.243187762;0.268913343;0.193437451;0.831992912;0.281778149;0.279414331;0.272667679;0.295985518;0.509713316;0.533530572;0.294204452;0.291679957;0.2890225;0.297240099;0.76742978;0.393819251;0.203303671;0.202627407;0.20678583;0.197267084;0.979635661;0.409233294;0.65286716;0.669929279;0;1;0;1;0;0;0;0;0.916201117;0.898267153;0.544043093;421.5;0.427829276;420;0.428949781;421.1;0.442599572;434.5;0.416013039;408.4
17/02/2016;0.422634206;0.414892533;0.428992879;0.427081138;0.110605785;0.823976703;0.336949555;0.333943143;0.339395938;0.339174675;0.151860522;0.810861553;0.248268833;0.24574556;0.236256011;0.262608895;0.185779922;0.818293348;0.281884339;0.279970888;0.272918601;0.296226659;0.508478188;0.519552354;0.29269155;0.291053135;0.288265161;0.295548198;0.783537725;0.361497663;0.20161204;0.200979462;0.205090679;0.195571869;0.977283846;0.407169849;0.626794468;0.715791669;0;1;0;1;0;0;0;0;0.86770428;0.830669625;0.546736375;414.9;0.429357237;421.5;0.448507691;440.3;0.44229398;434.2;0.41529999;407.7
16/02/2016;0.414892533;0.407354589;0.415869786;0.420126449;0.050900491;0.823814917;0.329376855;0.32689021;0.330396268;0.332243714;0.125957763;0.807106599;0.242279555;0.240956643;0.230083518;0.257436382;0.169877938;0.802412759;0.282448473;0.280392422;0.273247936;0.296670499;0.505171359;0.523411371;0.29206071;0.29043744;0.287680268;0.294675719;0.785474995;0.36152392;0.199973956;0.199475988;0.203466803;0.193975789;0.974117807;0.398940931;0.595307098;0.665445899;0;1;0;1;0;0;0;0;0.880184332;0.868087185;0.544676806;407.3;0.422634206;414.9;0.448711419;440.5;0.443414485;435.3;0.426606906;418.8
15/02/2016;0.407354589;0.415911174;0.419633774;0.416649104;0.109623431;0.792266624;0.322421365;0.322316636;0.324317957;0.325755155;0.126635711;0.789027189;0.237602614;0.239046777;0.226948061;0.252808345;0.193914327;0.767311887;0.282876551;0.281130106;0.273881515;0.297310049;0.509227946;0.513377926;0.291441034;0.290159265;0.287351377;0.294027255;0.789638117;0.349445991;0.198479479;0.198108414;0.202054375;0.192529651;0.974229632;0.391134646;0.562976462;0.644242863;0;1;0;1;0;0;0;0;0.709677419;0.893567848;0.536517744;399.9;0.414892533;407.3;0.446877865;438.7;0.432820617;424.9;0.425078945;417.3
14/02/2016;0.415911174;0.400325965;0.415768057;0.414120126;0.107222121;0.840478887;0.317910979;0.314132345;0.318192527;0.320274289;0.131163897;0.81621584;0.235731837;0.236410023;0.224150052;0.251246561;0.181781499;0.775627045;0.283623199;0.281400151;0.274270444;0.297715446;0.508308506;0.528256582;0.291156318;0.289552842;0.286990485;0.29356154;0.790677016;0.361182587;0.197120089;0.196658811;0.200611062;0.191161582;0.971089802;0.394789181;0.60919199;0.727319652;0;1;0;1;0;0;0;0;0.990543735;0.892093895;0.548637516;408.3;0.407354589;399.9;0.427829276;420;0.434348579;426.4;0.423245391;415.5
